cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
70-30-4	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
55406-53-6	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
2465-27-2	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
115-09-3	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
56-53-1	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
68937-41-7	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphates isopropylated	Q27137290
115-86-6	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
116-06-3	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
439-14-5	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56803-37-3	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	tert-Butylphenyl diphenyl phosphate	
52645-53-1	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
56-38-2	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
860302-33-6	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Firemaster 550	
80-05-7	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
60-57-1	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
50-29-3	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1241-94-7	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1330-78-5	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Tris(methylphenyl) phosphate	Q411317
26040-51-7	AXIS	Tanguay	AC50	5dpf	axis curved, abnormal	ZP_0005012	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
83-79-4	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2465-27-2	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
55406-53-6	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
79-94-7	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
115-09-3	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
68937-41-7	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphates isopropylated	Q27137290
56-53-1	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
52645-53-1	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
439-14-5	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
80-05-7	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
56803-37-3	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	tert-Butylphenyl diphenyl phosphate	
860302-33-6	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Firemaster 550	
56-38-2	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
60-57-1	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
107534-96-3	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1241-94-7	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Tris(methylphenyl) phosphate	Q411317
26040-51-7	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
50-29-3	EYE_	Tanguay	AC50	5dpf	eye abnormal, abnormal	ZP_0008271	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
83-79-4	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2465-27-2	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
115-09-3	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
68937-41-7	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Triphenyl phosphates isopropylated	Q27137290
56-53-1	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
52645-53-1	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
439-14-5	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56803-37-3	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	tert-Butylphenyl diphenyl phosphate	
80-05-7	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
56-38-2	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
860302-33-6	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Firemaster 550	
60-57-1	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
1330-78-5	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Tris(methylphenyl) phosphate	Q411317
107534-96-3	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1241-94-7	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	2-Ethylhexyl diphenyl phosphate	Q27259513
50-29-3	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
26040-51-7	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
56-55-3	SNOU	Tanguay	AC50	5dpf	snout malformed, abnormal	ZP_0014550	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
83-79-4	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
55406-53-6	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
2465-27-2	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-09-3	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
68937-41-7	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Triphenyl phosphates isopropylated	Q27137290
115-86-6	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
52645-53-1	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
439-14-5	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
860302-33-6	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Firemaster 550	
56803-37-3	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	tert-Butylphenyl diphenyl phosphate	
56-38-2	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
80-05-7	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
60-57-1	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
1241-94-7	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1330-78-5	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Tris(methylphenyl) phosphate	Q411317
50-29-3	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
26040-51-7	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
56-55-3	JAW_	Tanguay	AC50	5dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
70-30-4	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2465-27-2	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
68937-41-7	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Triphenyl phosphates isopropylated	Q27137290
115-86-6	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
52918-63-5	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
56803-37-3	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	tert-Butylphenyl diphenyl phosphate	
860302-33-6	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Firemaster 550	
107534-96-3	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1330-78-5	OTIC	Tanguay	AC50	5dpf	otic vesicle morphology, abnormal	ZP_0001601	Tris(methylphenyl) phosphate	Q411317
1746-01-6	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
83-79-4	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2465-27-2	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
115-09-3	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
79-94-7	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
68937-41-7	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphates isopropylated	Q27137290
115-86-6	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
439-14-5	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
860302-33-6	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Firemaster 550	
56-38-2	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
80-05-7	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
56803-37-3	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	tert-Butylphenyl diphenyl phosphate	
50-29-3	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
1330-78-5	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Tris(methylphenyl) phosphate	Q411317
1241-94-7	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
26040-51-7	PE__	Tanguay	AC50	5dpf	heart abnormal, abnormal	ZP_0009266	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
83-79-4	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
1746-01-6	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
55406-53-6	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
2465-27-2	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
68937-41-7	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Triphenyl phosphates isopropylated	Q27137290
115-86-6	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56803-37-3	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	tert-Butylphenyl diphenyl phosphate	
860302-33-6	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Firemaster 550	
107534-96-3	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1330-78-5	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Tris(methylphenyl) phosphate	Q411317
80-05-7	BRAI	Tanguay	AC50	5dpf	brain morphology, abnormal	ZP_0000100	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
70-30-4	SOMI	Tanguay	AC50	5dpf	somite quality, abnormal	ZP_0000011	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
79-94-7	SOMI	Tanguay	AC50	5dpf	somite quality, abnormal	ZP_0000011	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	SOMI	Tanguay	AC50	5dpf	somite quality, abnormal	ZP_0000011	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
50-28-2	SOMI	Tanguay	AC50	5dpf	somite quality, abnormal	ZP_0000011	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
860302-33-6	SOMI	Tanguay	AC50	5dpf	somite quality, abnormal	ZP_0000011	Firemaster 550	
83-79-4	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
2465-27-2	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
79-94-7	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-09-3	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
68937-41-7	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Triphenyl phosphates isopropylated	Q27137290
115-86-6	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
50-28-2	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
55406-53-6	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
439-14-5	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
860302-33-6	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Firemaster 550	
80-05-7	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
56803-37-3	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	tert-Butylphenyl diphenyl phosphate	
56-38-2	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
56-55-3	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
60-57-1	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
1241-94-7	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	2-Ethylhexyl diphenyl phosphate	Q27259513
107534-96-3	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
1330-78-5	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Tris(methylphenyl) phosphate	Q411317
26040-51-7	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Bis(2-ethylhexyl) tetrabromophthalate	Q19931407
63-25-2	PFIN	Tanguay	AC50	5dpf	pectoral fin quality, abnormal	ZP_0008625	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
1746-01-6	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
83-79-4	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
70-30-4	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
55406-53-6	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	3-Iodo-2-propynyl-N-butylcarbamate	http://purl.obolibrary.org/obo/CHEBI_83279
79-94-7	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
2465-27-2	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
115-09-3	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
68937-41-7	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Triphenyl phosphates isopropylated	Q27137290
115-86-6	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
56-53-1	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
50-28-2	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56803-37-3	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	tert-Butylphenyl diphenyl phosphate	
860302-33-6	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Firemaster 550	
439-14-5	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
56-38-2	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
80-05-7	CFIN	Tanguay	AC50	5dpf	caudal fin physical object quality, abnormal	ZP_0010405	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
